Category,Movie,Name,Winner,Year
Best Picture,Moonlight,"Adele Romanski, Dede Gardner and Jeremy Kleiner, Producers",Won,2017
Best Picture,Arrival,"Shawn Levy, Dan Levine, Aaron Ryder and David Linde, Producers",Lost,2017
Best Picture,Fences,"Scott Rudin, Denzel Washington and Todd Black, Producers",Lost,2017
Best Picture,Hacksaw Ridge,"Bill Mechanic and David Permut, Producers",Lost,2017
Best Picture,Hell or High Water,"Carla Hacken and Julie Yorn, Producers",Lost,2017
Best Picture,Hidden Figures,"Donna Gigliotti, Peter Chernin, Jenno Topping, Pharrell Williams and Theodore Melfi, Producers",Lost,2017
Best Picture,La La Land,"Fred Berger, Jordan Horowitz and Marc Platt, Producers",Lost,2017
Best Picture,Lion,"Emile Sherman, Iain Canning and Angie Fielder, Producers",Lost,2017
Best Picture,Manchester by the Sea,"Matt Damon, Kimberly Steward, Chris Moore, Lauren Beck and Kevin J. Walsh, Producers",Lost,2017
Production Design,La La Land,Production Design: David Wasco; Set Decoration: Sandy Reynolds-Wasco,Won,2017
Production Design,Arrival,Production Design: Patrice Vermette; Set Decoration: Paul Hotte,Lost,2017
Production Design,Fantastic Beasts and Where to Find Them,Production Design: Stuart Craig; Set Decoration: Anna Pinnock,Lost,2017
Production Design,"Hail, Caesar!",Production Design: Jess Gonchor; Set Decoration: Nancy Haigh,Lost,2017
Production Design,Passengers,Production Design: Guy Hendrix Dyas; Set Decoration: Gene Serdena,Lost,2017
Short Film (Animated),Piper,Alan Barillaro and Marc Sondheimer,Won,2017
Short Film (Animated),Blind Vaysha,Theodore Ushev,Lost,2017
Short Film (Animated),Borrowed Time,Andrew Coats and Lou Hamou-Lhadj,Lost,2017
Short Film (Animated),Pear Cider and Cigarettes,Robert Valley and Cara Speller,Lost,2017
Short Film (Animated),Pearl,Patrick Osborne,Lost,2017
Short Film (Live Action),Sing,Kristof Deák and Anna Udvardy,Won,2017
Short Film (Live Action),Ennemis Intérieurs,Sélim Azzazi,Lost,2017
Short Film (Live Action),La Femme et le TGV,Timo von Gunten and Giacun Caduff,Lost,2017
Short Film (Live Action),Silent Nights,Aske Bang and Kim Magnusson,Lost,2017
Short Film (Live Action),Timecode,Juanjo Giménez,Lost,2017
Sound Editing,Arrival,Sylvain Bellemare,Won,2017
Sound Editing,Deepwater Horizon,Wylie Stateman and Renée Tondelli,Lost,2017
Sound Editing,Hacksaw Ridge,Robert Mackenzie and Andy Wright,Lost,2017
Sound Editing,La La Land,Ai-Ling Lee and Mildred Iatrou Morgan,Lost,2017
Sound Editing,Sully,Alan Robert Murray and Bub Asman,Lost,2017
Sound Mixing,Hacksaw Ridge,"Kevin O’Connell, Andy Wright, Robert Mackenzie and Peter Grace",Won,2017
Sound Mixing,Arrival,Bernard Gariépy Strobl and Claude La Haye,Lost,2017
Sound Mixing,La La Land,"Andy Nelson, Ai-Ling Lee and Steve A. Morrow",Lost,2017
Sound Mixing,Rogue One: A Star Wars Story,"David Parker, Christopher Scarabosio and Stuart Wilson",Lost,2017
Sound Mixing,13 Hours: The Secret Soldiers of Benghazi,"Gary Summers, Jeffrey J. Haboush and Mac Ruth",Lost,2017
Visual Effects,The Jungle Book,"Robert Legato, Adam Valdez, Andrew R. Jones and Dan Lemmon",Won,2017
Visual Effects,Deepwater Horizon,"Craig Hammack, Jason Snell, Jason Billington and Burt Dalton",Lost,2017
Visual Effects,Doctor Strange,"Stephane Ceretti, Richard Bluff, Vincent Cirelli and Paul Corbould",Lost,2017
Visual Effects,Kubo and the Two Strings,"Steve Emerson, Oliver Jones, Brian McLean and Brad Schiff",Lost,2017
Visual Effects,Rogue One: A Star Wars Story,"John Knoll, Mohen Leo, Hal Hickel and Neil Corbould",Lost,2017
Writing (Adapted Screenplay),Moonlight,Screenplay by Barry Jenkins; Story by Tarell Alvin McCraney,Won,2017
Writing (Adapted Screenplay),Arrival,Screenplay by Eric Heisserer,Lost,2017
Writing (Adapted Screenplay),Fences,Screenplay by August Wilson,Lost,2017
Writing (Adapted Screenplay),Hidden Figures,Screenplay by Allison Schroeder and Theodore Melfi,Lost,2017
Writing (Adapted Screenplay),Lion,Screenplay by Luke Davies,Lost,2017
Writing (Original Screenplay),Manchester by the Sea,Written by Kenneth Lonergan,Won,2017
Writing (Original Screenplay),Hell or High Water,Written by Taylor Sheridan,Lost,2017
Writing (Original Screenplay),La La Land,Written by Damien Chazelle,Lost,2017
Writing (Original Screenplay),The Lobster,"Written by Yorgos Lanthimos, Efthimis Filippou",Lost,2017
Writing (Original Screenplay),20th Century Women,Written by Mike Mills,Lost,2017
Actor in a Leading Role,Darkest Hour,Gary Oldman,Won,2018
Actor in a Leading Role,Call Me by Your Name,Timothée Chalamet,Lost,2018
Actor in a Leading Role,Phantom Thread,Daniel Day-Lewis,Lost,2018
Actor in a Leading Role,Get Out,Daniel Kaluuya,Lost,2018
Actor in a Leading Role,"Roman J. Israel, Esq.",Denzel Washington,Lost,2018
Actor in a Supporting Role,"Three Billboards outside Ebbing, Missouri",Sam Rockwell,Won,2018
Actor in a Supporting Role,The Florida Project,Willem Dafoe,Lost,2018
Actor in a Supporting Role,"Three Billboards outside Ebbing, Missouri",Woody Harrelson,Lost,2018
Actor in a Supporting Role,The Shape of Water,Richard Jenkins,Lost,2018
Actor in a Supporting Role,All the Money in the World,Christopher Plummer,Lost,2018
Actress in a Leading Role,"Three Billboards outside Ebbing, Missouri",Frances McDormand,Won,2018
Actress in a Leading Role,The Shape of Water,Sally Hawkins,Lost,2018
Actress in a Leading Role,"I, Tonya",Margot Robbie,Lost,2018
Actress in a Leading Role,Lady Bird,Saoirse Ronan,Lost,2018
Actress in a Leading Role,The Post,Meryl Streep,Lost,2018
Actress in a Supporting Role,"I, Tonya",Allison Janney,Won,2018
Actress in a Supporting Role,Mudbound,Mary J. Blige,Lost,2018
Actress in a Supporting Role,Phantom Thread,Lesley Manville,Lost,2018
Actress in a Supporting Role,Lady Bird,Laurie Metcalf,Lost,2018
Actress in a Supporting Role,The Shape of Water,Octavia Spencer,Lost,2018
Animated Feature Film,Coco,Lee Unkrich and Darla K. Anderson,Won,2018
Animated Feature Film,The Boss Baby,Tom McGrath and Ramsey Naito,Lost,2018
Animated Feature Film,The Breadwinner,Nora Twomey and Anthony Leo,Lost,2018
Animated Feature Film,Ferdinand,Carlos Saldanha and Lori Forte,Lost,2018
Animated Feature Film,Loving Vincent,"Dorota Kobiela, Hugh Welchman and Ivan Mactaggart",Lost,2018
Cinematography,Blade Runner 2049,Roger A. Deakins,Won,2018
Cinematography,Darkest Hour,Bruno Delbonnel,Lost,2018
Cinematography,Dunkirk,Hoyte van Hoytema,Lost,2018
Cinematography,Mudbound,Rachel Morrison,Lost,2018
Cinematography,The Shape of Water,Dan Laustsen,Lost,2018
Costume Design,Phantom Thread,Mark Bridges,Won,2018
Costume Design,Beauty and the Beast,Jacqueline Durran,Lost,2018
Costume Design,Darkest Hour,Jacqueline Durran,Lost,2018
Costume Design,The Shape of Water,Luis Sequeira,Lost,2018
Costume Design,Victoria & Abdul,Consolata Boyle,Lost,2018
Directing,The Shape of Water,Guillermo del Toro,Won,2018
Directing,Dunkirk,Christopher Nolan,Lost,2018
Directing,Get Out,Jordan Peele,Lost,2018
Directing,Lady Bird,Greta Gerwig,Lost,2018
Directing,Phantom Thread,Paul Thomas Anderson,Lost,2018
Documentary (Feature),Icarus,Bryan Fogel and Dan Cogan,Won,2018
Documentary (Feature),Abacus: Small Enough to Jail,"Steve James, Mark Mitten and Julie Goldman",Lost,2018
Documentary (Feature),Faces Places,"Agnès Varda, JR and Rosalie Varda",Lost,2018
Documentary (Feature),Last Men in Aleppo,"Feras Fayyad, Kareem Abeed and Søren Steen Jespersen",Lost,2018
Documentary (Feature),Strong Island,Yance Ford and Joslyn Barnes,Lost,2018
Documentary (Short Subject),Heaven Is a Traffic Jam on the 405,Frank Stiefel,Won,2018
Documentary (Short Subject),Edith+Eddie,Laura Checkoway and Thomas Lee Wright,Lost,2018
Documentary (Short Subject),Heroin(e),Elaine McMillion Sheldon and Kerrin Sheldon,Lost,2018
Documentary (Short Subject),Knife Skills,Thomas Lennon,Lost,2018
Documentary (Short Subject),Traffic Stop,Kate Davis and David Heilbroner,Lost,2018
Film Editing,Dunkirk,Lee Smith,Won,2018
Film Editing,Baby Driver,Paul Machliss and Jonathan Amos,Lost,2018
Film Editing,"I, Tonya",Tatiana S. Riegel,Lost,2018
Film Editing,The Shape of Water,Sidney Wolinsky,Lost,2018
Film Editing,"Three Billboards outside Ebbing, Missouri",Jon Gregory,Lost,2018
Foreign Language Film,A Fantastic Woman,Chile,Won,2018
Foreign Language Film,The Insult,Lebanon,Lost,2018
Foreign Language Film,Loveless,Russia,Lost,2018
Foreign Language Film,On Body and Soul,Hungary,Lost,2018
Foreign Language Film,The Square,Sweden,Lost,2018
Makeup and Hairstyling,Darkest Hour,"Kazuhiro Tsuji, David Malinowski and Lucy Sibbick",Won,2018
Makeup and Hairstyling,Victoria & Abdul,Daniel Phillips and Lou Sheppard,Lost,2018
Makeup and Hairstyling,Wonder,Arjen Tuiten,Lost,2018
Music (Original Score),The Shape of Water,Alexandre Desplat,Won,2018
Music (Original Score),Dunkirk,Hans Zimmer,Lost,2018
Music (Original Score),Phantom Thread,Jonny Greenwood,Lost,2018
Music (Original Score),Star Wars: The Last Jedi,John Williams,Lost,2018
Music (Original Score),"Three Billboards outside Ebbing, Missouri",Carter Burwell,Lost,2018
Music (Original Song),Remember Me,from Coco; Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,Won,2018
Music (Original Song),Mighty River,"from Mudbound; Music and Lyric by Mary J. Blige, Raphael Saadiq and Taura Stinson",Lost,2018
Music (Original Song),Mystery Of Love,from Call Me by Your Name; Music and Lyric by Sufjan Stevens,Lost,2018
Music (Original Song),Stand Up For Something,from Marshall; Music by Diane Warren; Lyric by Lonnie R. Lynn and Diane Warren,Lost,2018
Music (Original Song),This Is Me,from The Greatest Showman; Music and Lyric by Benj Pasek and Justin Paul,Lost,2018
Best Picture,The Shape of Water,"Guillermo del Toro and J. Miles Dale, Producers",Won,2018
Best Picture,Call Me by Your Name,"Peter Spears, Luca Guadagnino, Emilie Georges and Marco Morabito, Producers",Lost,2018
Best Picture,Darkest Hour,"Tim Bevan, Eric Fellner, Lisa Bruce, Anthony McCarten and Douglas Urbanski, Producers",Lost,2018
Best Picture,Dunkirk,"Emma Thomas and Christopher Nolan, Producers",Lost,2018
Best Picture,Get Out,"Sean McKittrick, Jason Blum, Edward H. Hamm Jr. and Jordan Peele, Producers",Lost,2018
Best Picture,Lady Bird,"Scott Rudin, Eli Bush and Evelyn O'Neill, Producers",Lost,2018
Best Picture,Phantom Thread,"JoAnne Sellar, Paul Thomas Anderson, Megan Ellison and Daniel Lupi, Producers",Lost,2018
Best Picture,The Post,"Amy Pascal, Steven Spielberg and Kristie Macosko Krieger, Producers",Lost,2018
Best Picture,"Three Billboards outside Ebbing, Missouri","Graham Broadbent, Pete Czernin and Martin McDonagh, Producers",Lost,2018
Production Design,The Shape of Water,Production Design: Paul Denham Austerberry; Set Decoration: Shane Vieau and Jeffrey A. Melvin,Won,2018
Production Design,Beauty and the Beast,Production Design: Sarah Greenwood; Set Decoration: Katie Spencer,Lost,2018
Production Design,Blade Runner 2049,Production Design: Dennis Gassner; Set Decoration: Alessandra Querzola,Lost,2018
Production Design,Darkest Hour,Production Design: Sarah Greenwood; Set Decoration: Katie Spencer,Lost,2018
Production Design,Dunkirk,Production Design: Nathan Crowley; Set Decoration: Gary Fettis,Lost,2018
Short Film (Animated),Dear Basketball,Glen Keane and Kobe Bryant,Won,2018
Short Film (Animated),Garden Party,Victor Caire and Gabriel Grapperon,Lost,2018
Short Film (Animated),Lou,Dave Mullins and Dana Murray,Lost,2018
Short Film (Animated),Negative Space,Max Porter and Ru Kuwahata,Lost,2018
Short Film (Animated),Revolting Rhymes,Jakob Schuh and Jan Lachauer,Lost,2018
Short Film (Live Action),The Silent Child,Chris Overton and Rachel Shenton,Won,2018
Short Film (Live Action),DeKalb Elementary,Reed Van Dyk,Lost,2018
Short Film (Live Action),The Eleven O'Clock,Derin Seale and Josh Lawson,Lost,2018
Short Film (Live Action),My Nephew Emmett,"Kevin Wilson, Jr.",Lost,2018
Short Film (Live Action),Watu Wote/All of Us,Katja Benrath and Tobias Rosen,Lost,2018
Sound Editing,Dunkirk,Richard King and Alex Gibson,Won,2018
Sound Editing,Baby Driver,Julian Slater,Lost,2018
Sound Editing,Blade Runner 2049,Mark Mangini and Theo Green,Lost,2018
Sound Editing,The Shape of Water,Nathan Robitaille and Nelson Ferreira,Lost,2018
Sound Editing,Star Wars: The Last Jedi,Matthew Wood and Ren Klyce,Lost,2018
Sound Mixing,Dunkirk,"Gregg Landaker, Gary A. Rizzo and Mark Weingarten",Won,2018
Sound Mixing,Baby Driver,"Julian Slater, Tim Cavagin and Mary H. Ellis",Lost,2018
Sound Mixing,Blade Runner 2049,"Ron Bartlett, Doug Hemphill and Mac Ruth",Lost,2018
Sound Mixing,The Shape of Water,"Christian Cooke, Brad Zoern and Glen Gauthier",Lost,2018
Sound Mixing,Star Wars: The Last Jedi,"David Parker, Michael Semanick, Ren Klyce and Stuart Wilson",Lost,2018
Visual Effects,Blade Runner 2049,"John Nelson, Gerd Nefzer, Paul Lambert and Richard R. Hoover",Won,2018
Visual Effects,Guardians of the Galaxy Vol. 2,"Christopher Townsend, Guy Williams, Jonathan Fawkner and Dan Sudick",Lost,2018
Visual Effects,Kong: Skull Island,"Stephen Rosenbaum, Jeff White, Scott Benza and Mike Meinardus",Lost,2018
Visual Effects,Star Wars: The Last Jedi,"Ben Morris, Mike Mulholland, Neal Scanlan and Chris Corbould",Lost,2018
Visual Effects,War for the Planet of the Apes,"Joe Letteri, Daniel Barrett, Dan Lemmon and Joel Whist",Lost,2018
Writing (Adapted Screenplay),Call Me by Your Name,Screenplay by James Ivory,Won,2018
Writing (Adapted Screenplay),The Disaster Artist,Screenplay by Scott Neustadter & Michael H. Weber,Lost,2018
Writing (Adapted Screenplay),Logan,Screenplay by Scott Frank & James Mangold and Michael Green; Story by James Mangold,Lost,2018
Writing (Adapted Screenplay),Molly's Game,Written for the screen by Aaron Sorkin,Lost,2018
Writing (Adapted Screenplay),Mudbound,Screenplay by Virgil Williams and Dee Rees,Lost,2018
Writing (Original Screenplay),Get Out,Written by Jordan Peele,Won,2018
Writing (Original Screenplay),The Big Sick,Written by Emily V. Gordon & Kumail Nanjiani,Lost,2018
Writing (Original Screenplay),Lady Bird,Written by Greta Gerwig,Lost,2018
Writing (Original Screenplay),The Shape of Water,Screenplay by Guillermo del Toro & Vanessa Taylor; Story by Guillermo del Toro,Lost,2018
Writing (Original Screenplay),"Three Billboards outside Ebbing, Missouri",Written by Martin McDonagh,Lost,2018
Actor in a Leading Role,Vice,Christian Bale,Won,2019
Actor in a Leading Role,A Star Is Born,Bradley Cooper,Lost,2019
Actor in a Leading Role,At Eternity's Gate,Willem Dafoe,Lost,2019
Actor in a Leading Role,Bohemian Rhapsody,Rami Malek,Lost,2019
Actor in a Leading Role,Green Book,Viggo Mortensen,Lost,2019
Actor in a Supporting Role,Green Book,Mahershala Ali,Won,2019
Actor in a Supporting Role,BlacKkKlansman,Adam Driver,Lost,2019
Actor in a Supporting Role,A Star Is Born,Sam Elliott,Lost,2019
Actor in a Supporting Role,Can You Ever Forgive Me?,Richard E. Grant,Lost,2019
Actor in a Supporting Role,Vice,Sam Rockwell,Lost,2019
Actress in a Leading Role,Roma,Yalitza Aparicio,Won,2019
Actress in a Leading Role,The Wife,Glenn Close,Lost,2019
Actress in a Leading Role,The Favourite,Olivia Colman,Lost,2019
Actress in a Leading Role,A Star Is Born,Lady Gaga,Lost,2019
Actress in a Leading Role,Can You Ever Forgive Me?,Melissa McCarthy,Lost,2019
Actress in a Supporting Role,Vice,Amy Adams,Won,2019
Actress in a Supporting Role,Roma,Marina de Tavira,Lost,2019
Actress in a Supporting Role,If Beale Street Could Talk,Regina King,Lost,2019
Actress in a Supporting Role,The Favourite,Emma Stone,Lost,2019
Actress in a Supporting Role,The Favourite,Rachel Weisz,Lost,2019
Animated Feature Film,Incredibles 2,"Brad Bird, John Walker and Nicole Paradis Grindle",Won,2019
Animated Feature Film,Isle of Dogs,"Wes Anderson, Scott Rudin, Steven Rales and Jeremy Dawson",Lost,2019
Animated Feature Film,Mirai,Mamoru Hosoda and Yuichiro Saito,Lost,2019
Animated Feature Film,Ralph Breaks the Internet,"Rich Moore, Phil Johnston and Clark Spencer",Lost,2019
Animated Feature Film,Spider-Man: Into the Spider-Verse,"Bob Persichetti, Peter Ramsey, Rodney Rothman, Phil Lord and Christopher Miller",Lost,2019
Cinematography,Cold War,Łukasz Żal,Won,2019
Cinematography,The Favourite,Robbie Ryan,Lost,2019
Cinematography,Never Look Away,Caleb Deschanel,Lost,2019
Cinematography,Roma,Alfonso Cuarón,Lost,2019
Cinematography,A Star Is Born,Matthew Libatique,Lost,2019
Costume Design,The Ballad of Buster Scruggs,Mary Zophres,Won,2019
Costume Design,Black Panther,Ruth Carter,Lost,2019
Costume Design,The Favourite,Sandy Powell,Lost,2019
Costume Design,Mary Poppins Returns,Sandy Powell,Lost,2019
Costume Design,Mary Queen of Scots,Alexandra Byrne,Lost,2019
Directing,BlacKkKlansman,Spike Lee,Won,2019
Directing,Cold War,Paweł Pawlikowski,Lost,2019
Directing,The Favourite,Yorgos Lanthimos,Lost,2019
Directing,Roma,Alfonso Cuarón,Lost,2019
Directing,Vice,Adam McKay,Lost,2019
Documentary (Feature),Free Solo,"Elizabeth Chai Vasarhelyi, Jimmy Chin, Evan Hayes and Shannon Dill",Won,2019
Documentary (Feature),"Hale County This Morning, This Evening","RaMell Ross, Joslyn Barnes and Su Kim",Lost,2019
Documentary (Feature),Minding the Gap,Bing Liu and Diane Quon,Lost,2019
Documentary (Feature),Of Fathers and Sons,"Talal Derki, Ansgar Frerich, Eva Kemme and Tobias N. Siebert",Lost,2019
Documentary (Feature),RBG,Betsy West and Julie Cohen,Lost,2019
Documentary (Short Subject),Black Sheep,Ed Perkins and Jonathan Chinn,Won,2019
Documentary (Short Subject),End Game,Rob Epstein and Jeffrey Friedman,Lost,2019
Documentary (Short Subject),Lifeboat,Skye Fitzgerald and Bryn Mooser,Lost,2019
Documentary (Short Subject),A Night at The Garden,Marshall Curry,Lost,2019
Documentary (Short Subject),Period. End of Sentence.,Rayka Zehtabchi and Melissa Berton,Lost,2019
Film Editing,BlacKkKlansman,Barry Alexander Brown,Won,2019
Film Editing,Bohemian Rhapsody,John Ottman,Lost,2019
Film Editing,The Favourite,Yorgos Mavropsaridis,Lost,2019
Film Editing,Green Book,Patrick J. Don Vito,Lost,2019
Film Editing,Vice,Hank Corwin,Lost,2019
Foreign Language Film,Capernaum,Lebanon,Won,2019
Foreign Language Film,Cold War,Poland,Lost,2019
Foreign Language Film,Never Look Away,Germany,Lost,2019
Foreign Language Film,Roma,Mexico,Lost,2019
Foreign Language Film,Shoplifters,Japan,Lost,2019
Makeup and Hairstyling,Border,Göran Lundström and Pamela Goldammer,Won,2019
Makeup and Hairstyling,Mary Queen of Scots,"Jenny Shircore, Marc Pilcher and Jessica Brooks",Lost,2019
Makeup and Hairstyling,Vice,"Greg Cannom, Kate Biscoe and Patricia DeHaney",Lost,2019
Music (Original Score),Black Panther,Ludwig Goransson,Won,2019
Music (Original Score),BlacKkKlansman,Terence Blanchard,Lost,2019
Music (Original Score),If Beale Street Could Talk,Nicholas Britell,Lost,2019
Music (Original Score),Isle of Dogs,Alexandre Desplat,Lost,2019
Music (Original Score),Mary Poppins Returns,Marc Shaiman,Lost,2019
Music (Original Song),All The Stars,"from Black Panther; Music by Mark Spears, Kendrick Lamar Duckworth and Anthony Tiffith; Lyric by Kendrick Lamar Duckworth, Anthony Tiffith and Solana Rowe",Won,2019
Music (Original Song),I'll Fight,from RBG; Music and Lyric by Diane Warren,Lost,2019
Music (Original Song),The Place Where Lost Things Go,from Mary Poppins Returns; Music by Marc Shaiman; Lyric by Scott Wittman and Marc Shaiman,Lost,2019
Music (Original Song),Shallow,"from A Star Is Born; Music and Lyric by Lady Gaga, Mark Ronson, Anthony Rossomando and Andrew Wyatt",Lost,2019
Music (Original Song),When A Cowboy Trades His Spurs For Wings,from The Ballad of Buster Scruggs; Music and Lyric by David Rawlings and Gillian Welch,Lost,2019
Best Picture,Black Panther,"Kevin Feige, Producer",Won,2019
Best Picture,BlacKkKlansman,"Sean McKittrick, Jason Blum, Raymond Mansfield, Jordan Peele and Spike Lee, Producers",Lost,2019
Best Picture,Bohemian Rhapsody,"Graham King, Producer",Lost,2019
Best Picture,The Favourite,"Ceci Dempsey, Ed Guiney, Lee Magiday and Yorgos Lanthimos, Producers",Lost,2019
Best Picture,Green Book,"Jim Burke, Charles B. Wessler, Brian Currie, Peter Farrelly and Nick Vallelonga, Producers",Lost,2019
Best Picture,Roma,"Gabriela Rodríguez and Alfonso Cuarón, Producers",Lost,2019
Best Picture,A Star Is Born,"Bill Gerber, Bradley Cooper and Lynette Howell Taylor, Producers",Lost,2019
Best Picture,Vice,"Dede Gardner, Jeremy Kleiner, Adam McKay and Kevin Messick, Producers",Lost,2019
Production Design,Black Panther,Production Design: Hannah Beachler; Set Decoration: Jay Hart,Won,2019
Production Design,The Favourite,Production Design: Fiona Crombie; Set Decoration: Alice Felton,Lost,2019
Production Design,First Man,Production Design: Nathan Crowley; Set Decoration: Kathy Lucas,Lost,2019
Production Design,Mary Poppins Returns,Production Design: John Myhre; Set Decoration: Gordon Sim,Lost,2019
Production Design,Roma,Production Design: Eugenio Caballero; Set Decoration: Bárbara Enríquez,Lost,2019
Short Film (Animated),Animal Behaviour,Alison Snowden and David Fine,Won,2019
Short Film (Animated),Bao,Domee Shi and Becky Neiman-Cobb,Lost,2019
Short Film (Animated),Late Afternoon,Louise Bagnall and Nuria González Blanco,Lost,2019
Short Film (Animated),One Small Step,Andrew Chesworth and Bobby Pontillas,Lost,2019
Short Film (Animated),Weekends,Trevor Jimenez,Lost,2019
Short Film (Live Action),Detainment,Vincent Lambe and Darren Mahon,Won,2019
Short Film (Live Action),Fauve,Jeremy Comte and Maria Gracia Turgeon,Lost,2019
Short Film (Live Action),Marguerite,Marianne Farley and Marie-Hélène Panisset,Lost,2019
Short Film (Live Action),Mother,Rodrigo Sorogoyen and María del Puy Alvarado,Lost,2019
Short Film (Live Action),Skin,Guy Nattiv and Jaime Ray Newman,Lost,2019
Sound Editing,Black Panther,Benjamin A. Burtt and Steve Boeddeker,Won,2019
Sound Editing,Bohemian Rhapsody,John Warhurst and Nina Hartstone,Lost,2019
Sound Editing,First Man,Ai-Ling Lee and Mildred Iatrou Morgan,Lost,2019
Sound Editing,A Quiet Place,Ethan Van der Ryn and Erik Aadahl,Lost,2019
Sound Editing,Roma,Sergio Díaz and Skip Lievsay,Lost,2019
Sound Mixing,Black Panther,"Steve Boeddeker, Brandon Proctor and Peter Devlin",Won,2019
Sound Mixing,Bohemian Rhapsody,"Paul Massey, Tim Cavagin and John Casali",Lost,2019
Sound Mixing,First Man,"Jon Taylor, Frank A. Montaño, Ai-Ling Lee and Mary H. Ellis",Lost,2019
Sound Mixing,Roma,"Skip Lievsay, Craig Henighan and José Antonio García",Lost,2019
Sound Mixing,A Star Is Born,"Tom Ozanich, Dean Zupancic, Jason Ruder and Steve Morrow",Lost,2019
Visual Effects,Avengers: Infinity War,"Dan DeLeeuw, Kelly Port, Russell Earl and Dan Sudick",Won,2019
Visual Effects,Christopher Robin,"Christopher Lawrence, Michael Eames, Theo Jones and Chris Corbould",Lost,2019
Visual Effects,First Man,"Paul Lambert, Ian Hunter, Tristan Myles and J.D. Schwalm",Lost,2019
Visual Effects,Ready Player One,"Roger Guyett, Grady Cofer, Matthew E. Butler and David Shirk",Lost,2019
Visual Effects,Solo: A Star Wars Story,"Rob Bredow, Patrick Tubach, Neal Scanlan and Dominic Tuohy",Lost,2019
Writing (Adapted Screenplay),The Ballad of Buster Scruggs,Written by Joel Coen & Ethan Coen,Won,2019
Writing (Adapted Screenplay),BlacKkKlansman,Written by Charlie Wachtel & David Rabinowitz and Kevin Willmott & Spike Lee,Lost,2019
Writing (Adapted Screenplay),Can You Ever Forgive Me?,Screenplay by Nicole Holofcener and Jeff Whitty,Lost,2019
Writing (Adapted Screenplay),If Beale Street Could Talk,Written for the screen by Barry Jenkins,Lost,2019
Writing (Adapted Screenplay),A Star Is Born,Screenplay by Eric Roth and Bradley Cooper & Will Fetters,Lost,2019
Writing (Original Screenplay),The Favourite,Written by Deborah Davis and Tony McNamara,Won,2019
Writing (Original Screenplay),First Reformed,Written by Paul Schrader,Lost,2019
Writing (Original Screenplay),Green Book,"Written by Nick Vallelonga, Brian Currie, Peter Farrelly",Lost,2019
Writing (Original Screenplay),Roma,Written by Alfonso Cuarón,Lost,2019
Writing (Original Screenplay),Vice,Written by Adam McKay,Lost,2019
