country,year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Gini coefficient
Lebanon,2016,5.270723819732666,9.493102073669434,0.8278859257698059,68.71556854248047,0.6573574542999268,0.030867047607898712,0.8531144857406616,0.5526511073112488,0.2634456157684326,0.13795143365859985,-1.038987398147583,-0.6741521954536438,0.32283514738082886
Lesotho,2016,3.8082048892974854,7.914381980895996,0.7980592846870422,46.48040008544922,0.7294898629188538,-0.10078668594360352,0.7428733706474304,0.7324655652046204,0.2702834904193878,0.6092690229415894,-0.10921992361545563,-0.34722355008125305,0.6764373183250427
Liberia,2016,3.3546760082244873,6.624804973602295,0.6426146030426025,52.385128021240234,0.7634760141372681,0.08607717603445053,0.9012674689292908,0.6355275511741638,0.5090466737747192,0.5442469120025635,-0.32088324427604675,-0.9872715473175049,0.5581212639808655
Libya,2016,5.4335832595825195,9.625382423400879,0.8760658502578735,61.38998794555664,0.8223848342895508,-0.13013188540935516,,0.7177850604057312,0.38307374715805054,,-1.790413498878479,-1.900852084159851,0.48071134090423584
Lithuania,2016,5.8655524253845215,10.236528396606445,0.937873363494873,66.51252746582031,0.6142393350601196,-0.27543574571609497,0.9493926763534546,0.5941672921180725,0.24985574185848236,0.2796385586261749,0.8926374912261963,0.9775111079216003,0.35548827052116394
Luxembourg,2016,6.96734094619751,11.459155082702637,0.941260576248169,72.20130920410156,0.882365345954895,0.0052976892329752445,0.3563363254070282,0.7579497694969177,0.1923007071018219,0.6789778470993042,1.4218887090682983,1.8013229370117188,0.31180426478385925
Macedonia,2016,5.345746040344238,9.476909637451172,0.8712122440338135,65.73133850097656,0.7061793208122253,0.07723032683134079,0.8697190284729004,0.6387372016906738,0.2922946810722351,0.2569541335105896,-0.3082089424133301,-0.02103077992796898,0.5246555209159851
Madagascar,2016,3.6630859375,7.241845607757568,0.7464969754219055,56.645137786865234,0.5696454048156738,-0.06145984306931496,0.8641711473464966,0.8131913542747498,0.20425541698932648,0.49019917845726013,-0.33308178186416626,-0.8737813830375671,0.47967615723609924
Malawi,2016,3.4764926433563232,6.988229751586914,0.5242996215820312,53.61874771118164,0.8098841309547424,0.06275047361850739,0.8236150145530701,0.6031045913696289,0.32473891973495483,0.5525344014167786,-0.011598717421293259,-0.6758259534835815,0.525955855846405
Mali,2016,4.016027927398682,7.586338996887207,0.8362545371055603,48.78207015991211,0.6960073709487915,-0.06483781337738037,0.8623266816139221,0.8069013357162476,0.30529943108558655,0.524199366569519,-0.8648255467414856,-0.7570155262947083,0.4380342662334442
Malta,2016,6.590842247009277,10.48412036895752,0.9303693771362305,71.82951354980469,0.9160236120223999,0.3332533538341522,0.6964946389198303,0.6872715950012207,0.3554437756538391,0.6188182830810547,1.1388025283813477,0.9744271039962769,0.4012758135795593
Mauritania,2016,4.47214937210083,8.180959701538086,0.7848268747329712,53.187171936035156,0.4665614664554596,-0.1565575748682022,0.8418351411819458,0.7345560789108276,0.2216661423444748,0.20892922580242157,-0.7831276655197144,-0.777293860912323,0.456840455532074
Mauritius,2016,5.610003471374512,9.881625175476074,0.8360321521759033,65.4496841430664,0.819175660610199,0.1265885829925537,0.890661358833313,0.7848982810974121,0.24571189284324646,0.56537926197052,0.9558538794517517,0.7772209048271179,0.38670578598976135
Mexico,2016,6.8241729736328125,9.731064796447754,0.893492579460144,67.93761444091797,0.7516130805015564,-0.15798279643058777,0.8085794448852539,0.8591064214706421,0.21957148611545563,0.27794405817985535,-0.4271383583545685,-0.20945166051387787,0.43263426423072815
Moldova,2016,5.577784061431885,8.505997657775879,0.8373214602470398,63.515316009521484,0.5573694705963135,0.0009139913017861545,0.969482958316803,0.6211011409759521,0.274551123380661,0.08406124264001846,-0.15461038053035736,-0.556683361530304,0.37286514043807983
Mongolia,2016,5.056999683380127,9.337942123413086,0.9474893808364868,62.10371398925781,0.759740948677063,0.073655866086483,0.9004521369934082,0.6940954327583313,0.17117175459861755,0.3493828773498535,0.6351552605628967,-0.22719396650791168,0.3864138424396515
Montenegro,2016,5.304066181182861,9.66299819946289,0.8657436966896057,66.9463882446289,0.5686336755752563,-0.0902547761797905,0.8489665985107422,0.5914251804351807,0.3366754651069641,0.3259592354297638,0.12064887583255768,0.04650844633579254,0.35685938596725464
Morocco,2016,5.386307239532471,8.890939712524414,0.6554093360900879,65.1111831665039,0.8165560960769653,-0.24971185624599457,0.7173561453819275,0.7126593589782715,0.20541314780712128,,-0.4660772979259491,-0.15736308693885803,0.5282097458839417
Myanmar,2016,4.623119831085205,8.576414108276367,0.7934619784355164,57.48713302612305,0.8774911761283875,0.6586440801620483,0.6072865724563599,0.8040099143981934,0.30150139331817627,0.9243190884590149,-0.7442007064819336,-0.8709321022033691,0.42654064297676086
Nepal,2016,5.099539756774902,7.739643096923828,0.8370436429977417,60.94416427612305,0.8394884467124939,0.18132416903972626,0.8171148896217346,0.6273511648178101,0.36966174840927124,0.49001622200012207,-0.5136228203773499,-0.7935130000114441,0.4836721420288086
Netherlands,2016,7.540877342224121,10.764322280883789,0.9259442090988159,71.6199951171875,0.9073100090026855,0.22616823017597198,0.4333042502403259,0.8384323716163635,0.21485073864459991,0.572273313999176,1.184740662574768,1.9156339168548584,0.41705405712127686
New Zealand,2016,7.2256879806518555,10.47082805633545,0.9366028904914856,71.56868743896484,0.9265760183334351,0.2562223970890045,0.27827078104019165,0.8329446911811829,0.20741362869739532,0.5696901679039001,1.4671400785446167,2.0295679569244385,0.4197648763656616
Nicaragua,2016,6.012739658355713,8.544193267822266,0.8527024388313293,66.0192642211914,0.7165342569351196,0.039651159197092056,0.7314649224281311,0.8051239848136902,0.38034728169441223,0.5865497589111328,-0.4001058340072632,-0.6739736795425415,0.41608762741088867
Niger,2016,4.234645843505859,6.818341255187988,0.6828282475471497,50.951904296875,0.7019273042678833,0.002531101694330573,0.8144938945770264,0.6748589277267456,0.32544195652008057,0.5724675059318542,-0.7114879488945007,-0.637474775314331,0.4747564494609833
Nigeria,2016,5.219567775726318,8.600565910339355,0.8047669529914856,45.501251220703125,0.7976905107498169,0.032186321914196014,0.9047068357467651,0.7319861054420471,0.25183629989624023,0.4143260717391968,-1.0744669437408447,-1.0256775617599487,0.5005320906639099
North Cyprus,2016,5.827127933502197,,0.8076902627944946,,0.7962338328361511,,0.6701914072036743,0.6436643600463867,0.3464653789997101,0.440594881772995,,,0.2934357225894928
Norway,2016,7.596331596374512,11.069432258605957,0.9597428441047668,71.08658599853516,0.9543523192405701,0.10647119581699371,0.40966612100601196,0.8496259450912476,0.2092621922492981,0.6576462388038635,1.3740895986557007,1.9501783847808838,0.3496592044830322
Pakistan,2016,5.548508167266846,8.487689018249512,0.6269212961196899,57.30535888671875,0.6341828107833862,0.0799444243311882,0.7925300598144531,0.6476397514343262,0.33161666989326477,0.455683171749115,-1.577690839767456,-0.7409064769744873,0.3233286142349243
Palestinian Territories,2016,4.906618118286133,8.461804389953613,0.8177709579467773,62.95499801635742,0.6076694130897522,-0.13439247012138367,0.8124646544456482,0.5927691459655762,0.37764179706573486,0.4637715518474579,,,0.42055773735046387
Panama,2016,6.117638111114502,9.968101501464844,0.8824602365493774,67.87834167480469,0.8844797611236572,-0.09695369750261307,0.8369767665863037,0.8576235771179199,0.24413178861141205,0.329894483089447,0.48165351152420044,0.021204806864261627,0.5341756939888
Paraguay,2016,5.801380157470703,9.090585708618164,0.9398669600486755,63.39973068237305,0.8535342812538147,-0.06036834046244621,0.7561162710189819,0.9245609641075134,0.19717618823051453,0.2845597565174103,0.08076953142881393,-0.6218267679214478,0.47645723819732666
Peru,2016,5.700628757476807,9.39861011505127,0.8028564453125,65.20880889892578,0.8298438787460327,-0.14588768780231476,0.8659195899963379,0.8216747641563416,0.338006854057312,0.28192338347435,0.06017336994409561,-0.12763212621212006,0.48014381527900696
Philippines,2016,5.430832862854004,8.88688850402832,0.8212987184524536,60.13003158569336,0.9075957536697388,-0.0774182677268982,0.791962206363678,0.8209694623947144,0.29023271799087524,0.7716267108917236,-0.5799134373664856,-0.2352854162454605,0.5334559082984924
Poland,2016,6.162076473236084,10.167810440063477,0.9173988103866577,68.57260131835938,0.8707075119018555,-0.10238251090049744,0.8477539420127869,0.7766246199607849,0.22353604435920715,0.3827131986618042,0.6741861701011658,0.7672353982925415,0.312157541513443
Portugal,2016,5.446637153625488,10.20746898651123,0.9046353697776794,71.8081283569336,0.8380693197250366,-0.23237966001033783,0.922192394733429,0.6835662126541138,0.3262527287006378,0.35454240441322327,1.095024585723877,1.038751482963562,0.4505273699760437
Romania,2016,5.968870639801025,9.980818748474121,0.8092291951179504,66.85708618164062,0.8217206001281738,-0.12151571363210678,0.9490445256233215,0.6944153308868408,0.25776350498199463,0.18135465681552887,0.3912116587162018,0.17933283746242523,0.37202757596969604
Russia,2016,5.854945659637451,10.086892127990723,0.9109273552894592,62.8330192565918,0.7136062979698181,-0.19476279616355896,0.9254627227783203,0.636298656463623,0.1424972265958786,0.5843037962913513,-1.0526890754699707,-0.5728877782821655,0.36568546295166016
Rwanda,2016,3.3329899311065674,7.480851650238037,0.6651309132575989,56.800968170166016,0.9107363820075989,0.02982521429657936,0.15860138833522797,0.7523106932640076,0.28538423776626587,0.9936043620109558,-0.6325737833976746,0.24401642382144928,0.6025674939155579
Saudi Arabia,2016,6.473921298980713,10.828900337219238,0.8899323344230652,63.93227767944336,0.7742677330970764,-0.1574283242225647,,0.7929985523223877,0.26629266142845154,,-1.13679838180542,0.25397971272468567,0.5828178524971008
Senegal,2016,4.594533920288086,7.774625301361084,0.8389943838119507,57.63402557373047,0.7437296509742737,-0.07134171575307846,0.794353723526001,0.7838179469108582,0.24485176801681519,0.6308761835098267,0.05370892584323883,-0.2065320461988449,0.42220649123191833
Serbia,2016,5.7527546882629395,9.526796340942383,0.8948949575424194,65.55382537841797,0.6143708229064941,-0.07094800472259521,0.889765202999115,0.5348270535469055,0.29812660813331604,0.4501231014728546,0.13040213286876678,-0.07065169513225555,0.3490619957447052
Sierra Leone,2016,4.732953071594238,7.221711158752441,0.6567234992980957,43.98784255981445,0.6812021136283875,0.11716105788946152,0.8632648587226868,0.5839391350746155,0.4561806917190552,0.7009102702140808,-0.14390332996845245,-0.932833194732666,0.6748092174530029
Singapore,2016,6.033480644226074,11.307662963867188,0.9251282215118408,75.72083282470703,0.9037356376647949,0.12549780309200287,0.04731115326285362,0.8239887356758118,0.11094246804714203,0.9306172728538513,0.622577965259552,2.0729994773864746,0.4282768666744232
Slovakia,2016,5.993163108825684,10.282733917236328,0.9451791048049927,68.42127227783203,0.7000985145568848,-0.07781429588794708,0.9166091680526733,0.7744160890579224,0.23209157586097717,0.3722221553325653,0.7828422784805298,0.6775116920471191,0.28224021196365356
Slovenia,2016,5.936821460723877,10.306713104248047,0.9344873428344727,70.94329071044922,0.9035511016845703,-0.06288053840398788,0.8384743928909302,0.626205563545227,0.2716241776943207,0.24984510242938995,0.9961081147193909,0.9112949371337891,0.3608115613460541
Somalia,2016,4.667941093444824,,0.5944165587425232,47.78492736816406,0.9173228144645691,,0.440801739692688,0.8914231657981873,0.19328223168849945,0.7006816864013672,-2.0819056034088135,-2.1261796951293945,0.49174606800079346
South Africa,2016,4.769739627838135,9.414111137390137,0.8753897547721863,54.382781982421875,0.7741364240646362,-0.08152569085359573,0.8128589987754822,0.7857236266136169,0.30132776498794556,0.4831222891807556,0.2564765214920044,0.1515577882528305,0.568359911441803
South Korea,2016,5.970564365386963,10.462698936462402,0.8111634850502014,74.04169464111328,0.5909560322761536,0.015434954315423965,0.8618163466453552,0.6762233972549438,0.23273268342018127,0.23708157241344452,0.39818263053894043,0.9245942831039429,0.38854825496673584
South Sudan,2016,2.8881123065948486,7.461285591125488,0.5321518182754517,49.578487396240234,0.43991902470588684,0.01706656999886036,0.7853177785873413,0.6147706508636475,0.5492569208145142,0.45628756284713745,-2.044661045074463,-1.8461530208587646,0.7402030825614929
Spain,2016,6.318612098693848,10.414787292480469,0.9417368173599243,74.36359405517578,0.7681737542152405,-0.057693831622600555,0.8185585737228394,0.652816116809845,0.30082935094833374,0.3025166690349579,0.7731038928031921,0.9065953493118286,0.38463249802589417
Sweden,2016,7.368744373321533,10.750686645507812,0.9120606780052185,72.74526977539062,0.9180364012718201,0.1316264122724533,0.24618244171142578,0.8156951069831848,0.20060691237449646,0.48579132556915283,1.2415997982025146,1.9765130281448364,0.4251170754432678
Switzerland,2016,7.45851993560791,10.95832347869873,0.9276282787322998,73.17375946044922,0.9339470863342285,0.07572245597839355,0.30156296491622925,0.7794708013534546,0.2063167244195938,0.7985367178916931,1.3902435302734375,1.980968713760376,0.5107927322387695
Taiwan Province of China,2016,6.512850761413574,,0.8949892520904541,70.97999572753906,0.7189251780509949,,0.8105210065841675,0.8331528902053833,0.1083054170012474,0.40471333265304565,0.9811609983444214,1.163956642150879,0.39637091755867004
Tajikistan,2016,5.1037211418151855,7.923922061920166,0.8566569685935974,62.81229782104492,0.7030268907546997,0.009380149655044079,0.6318878531455994,0.6444846391677856,0.21979966759681702,0.8448877334594727,-1.2324591875076294,-1.0912914276123047,0.3363246023654938
Tanzania,2016,2.9027342796325684,7.856814861297607,0.6377559304237366,55.99645233154297,0.7754849195480347,0.17036719620227814,0.7392472624778748,0.6935523748397827,0.2459859549999237,0.8995608687400818,-0.2932016849517822,-0.4706769287586212,0.6071478128433228
Thailand,2016,6.073639869689941,9.660334587097168,0.9075436592102051,66.23931884765625,0.9241456985473633,0.345258891582489,0.8779783844947815,0.8347583413124084,0.21787966787815094,0.6459250450134277,-1.0152791738510132,0.028222355991601944,0.4759054481983185
Togo,2016,3.8785784244537354,7.2313666343688965,0.5094409584999084,51.957820892333984,0.7302867770195007,-0.0021635915618389845,0.8150441646575928,0.6042441725730896,0.4828858971595764,0.4858599007129669,-0.35306790471076965,-0.8093352317810059,0.49921944737434387
Tunisia,2016,4.521453380584717,9.282848358154297,0.7018221020698547,65.72189331054688,0.6144383549690247,-0.17953699827194214,0.8107456564903259,0.6123411059379578,0.37810826301574707,0.3474312424659729,-0.32955092191696167,-0.19398505985736847,0.38867470622062683
Turkey,2016,5.326221942901611,10.075611114501953,0.8799946308135986,65.57377624511719,0.644146740436554,-0.07536262273788452,0.7637065649032593,0.4651506543159485,0.38996294140815735,0.5837282538414001,-1.3165721893310547,-0.028506113216280937,0.33757996559143066
Turkmenistan,2016,5.887051582336426,9.658122062683105,0.9290322661399841,60.259037017822266,0.7485044002532959,-0.02093404531478882,,0.6363886594772339,0.2554992437362671,,-1.2197649478912354,-1.5633004903793335,0.2234702855348587
Uganda,2016,4.2332611083984375,7.430756092071533,0.7535402178764343,51.46006393432617,0.7394097447395325,0.14468221366405487,0.8110697865486145,0.6679761409759521,0.4100666642189026,0.67156583070755,-0.717801034450531,-0.5226826667785645,0.6555370092391968
Ukraine,2016,4.028690338134766,8.944818496704102,0.8849613666534424,63.170753479003906,0.5025418996810913,0.02864750102162361,0.8910751342773438,0.5887216925621033,0.21962425112724304,0.12565340101718903,-0.9333153367042542,-0.6546372175216675,0.38591551780700684
United Arab Emirates,2016,6.8309502601623535,11.114432334899902,0.84937983751297,68.44501495361328,0.949119508266449,0.10618266463279724,,0.7751284837722778,0.2446679025888443,,-0.3404560089111328,1.137473464012146,0.5313806533813477
United Kingdom,2016,6.824283599853516,10.577193260192871,0.9540681838989258,71.79316711425781,0.8211921453475952,0.2398369014263153,0.4583132863044739,0.775853157043457,0.22958678007125854,0.4086320698261261,0.808277428150177,1.7197837829589844,0.38293179869651794
United States,2016,6.803599834442139,10.884475708007812,0.8967512845993042,69.77091979980469,0.7578930854797363,0.12846603989601135,0.7389195561408997,0.8056735396385193,0.264203816652298,0.2972056567668915,0.7287487387657166,1.4937175512313843,0.6933149099349976
Uruguay,2016,6.171485424041748,9.905831336975098,0.9003809094429016,68.24830627441406,0.886371910572052,-0.0859544649720192,0.6762127876281738,0.8415488600730896,0.28318026661872864,0.42313259840011597,1.140277624130249,0.7476207613945007,0.4281628727912903
Uzbekistan,2016,5.892539024353027,8.705972671508789,0.9451021552085876,63.03154373168945,0.9838030338287354,0.20218463242053986,,0.8416762948036194,0.14689765870571136,0.9780451059341431,-1.1152130365371704,-1.1363945007324219,0.5644083619117737
Venezuela,2016,4.041114807128906,9.534058570861816,0.9019492864608765,64.74676513671875,0.4576015770435333,-0.20690684020519257,0.8901246786117554,0.6882012486457825,0.3917541205883026,0.16402152180671692,-1.0804485082626343,-1.7153352499008179,0.39718297123908997
Vietnam,2016,5.062267303466797,8.69202995300293,0.8763235807418823,66.07563781738281,0.8943511247634888,-0.09015191346406937,0.7992401719093323,0.5362257361412048,0.2225501984357834,,-0.6192716956138611,-0.19797565042972565,0.436877965927124
Yemen,2016,3.8256309032440186,7.751505374908447,0.7754070162773132,54.79666519165039,0.5329640507698059,-0.1571623980998993,,0.4693453907966614,0.22792452573776245,0.26758119463920593,-2.2227659225463867,-1.6421791315078735,0.41102075576782227
Zambia,2016,4.347543716430664,8.20164966583252,0.7670466303825378,53.26715087890625,0.8115745186805725,0.1122729554772377,0.7706435918807983,0.7306795120239258,0.37224072217941284,0.6968915462493896,-0.05847081542015076,-0.4600328505039215,0.6813925504684448
Zimbabwe,2016,3.7354001998901367,7.538829326629639,0.7684254050254822,51.80006790161133,0.7329714894294739,-0.06528312712907791,0.7236120104789734,0.7376359105110168,0.2085549235343933,0.6993440389633179,-0.8630439639091492,-1.3712142705917358,0.5966901779174805
